time,neighborhood,title,url,price,aid
1651142760.0,"lafayette,orinda,moraga",1960s Mid Century Round Rattan Pet Bed,https://sfbay.craigslist.org/eby/fuo/d/san-ramon-1960s-mid-century-round/7477032161.html,300,54
1651142640.0,"dublin,pleasanton,livermore","Electric Hospital Bed, Rails, and Mattress",https://sfbay.craigslist.org/eby/fuo/d/dublin-electric-hospital-bed-rails-and/7471651550.html,500,55
1651142580.0,"lafayette,orinda,moraga",Mediterranean Matte White Tall Architectural Vases From Portugal,https://sfbay.craigslist.org/eby/fuo/d/moraga-mediterranean-matte-white-tall/7467679505.html,250,56
1651142580.0,"lafayette,orinda,moraga",Antique Weathered Silver Wicker Bell,https://sfbay.craigslist.org/eby/fuo/d/moraga-antique-weathered-silver-wicker/7467679328.html,200,57
1651142580.0,"concord,pleasant hill,martinez",Audrey Hepburn Glam Black and White Large Photo Wood Panel Wall Art,https://sfbay.craigslist.org/eby/fuo/d/crockett-audrey-hepburn-glam-black-and/7474014655.html,87,58
1651142580.0,"concord,pleasant hill,martinez",Old Charm Romantic Street - Large Oil Painting Print Poster on Canvas,https://sfbay.craigslist.org/eby/fuo/d/crockett-old-charm-romantic-street/7474014744.html,127,59
1651142580.0,"hercules, pinole, san pablo, el sob",2New Hand-Made in India Floor Pillow with Gold Trim in Red & Turquoise,https://sfbay.craigslist.org/eby/fuo/d/crockett-2new-hand-made-in-india-floor/7474014861.html,55,60
1651142520.0,"lafayette,orinda,moraga",White Rattan Mirror,https://sfbay.craigslist.org/eby/fuo/d/moraga-white-rattan-mirror/7477030471.html,80,61
1651142520.0,"lafayette,orinda,moraga",1960s Mid Century Dove Gray Writing Desk,https://sfbay.craigslist.org/eby/fuo/d/san-ramon-1960s-mid-century-dove-gray/7477030331.html,700,62
1651142520.0,"concord,pleasant hill,martinez",Tuscany Tuscan Village Italy Framed Oil Painting on Canvas,https://sfbay.craigslist.org/eby/fuo/d/crockett-tuscany-tuscan-village-italy/7474067209.html,127,63
1651142520.0,"concord,pleasant hill,martinez",PIN-UP Girl Giclee Print on Canvas in Black Float Frame,https://sfbay.craigslist.org/eby/fuo/d/crockett-pin-up-girl-giclee-print-on/7474110161.html,165,64
1651142520.0,"concord,pleasant hill,martinez",Marilyn Monroe Large Framed Photo Poster,https://sfbay.craigslist.org/eby/fuo/d/crockett-marilyn-monroe-large-framed/7474110247.html,85,65
1651142520.0,"lafayette,orinda,moraga",Solid Wood Painted Adirondack Patio Chair,https://sfbay.craigslist.org/eby/fuo/d/moraga-solid-wood-painted-adirondack/7477030189.html,290,66
1651142520.0,"concord,pleasant hill,martinez",Roses Theme Russian Made Lacquer Hand Painted New Wooden Jewelry Box,https://sfbay.craigslist.org/eby/fuo/d/crockett-roses-theme-russian-made/7476077195.html,27,67
1651142460.0,"concord,pleasant hill,martinez",Paris Street with Eiffel Tower - Large Framed Oil Painting on Canvas,https://sfbay.craigslist.org/eby/fuo/d/crockett-paris-street-with-eiffel-tower/7474110385.html,148,68
1651142460.0,"dublin,pleasanton,livermore",Rustic side board restoration hardware,https://sfbay.craigslist.org/eby/fuo/d/hayward-rustic-side-board-restoration/7468229886.html,700,69
1651142460.0,"lafayette,orinda,moraga",Artisan Carved Wood Grazing Horse Side Table,https://sfbay.craigslist.org/eby/fuo/d/moraga-artisan-carved-wood-grazing/7477029996.html,550,70
1651142460.0,alameda,Glass Cabinet Display Shelf - BRAND NEW,https://sfbay.craigslist.org/eby/fuo/d/alameda-glass-cabinet-display-shelf/7471230115.html,100,71
1651142460.0,alameda,Coffee Table Desk with Glass Shelf,https://sfbay.craigslist.org/eby/fuo/d/oakland-coffee-table-desk-with-glass/7469921509.html,40,72
1651142460.0,alameda,Round Table Desk,https://sfbay.craigslist.org/eby/fuo/d/alameda-round-table-desk/7466899792.html,40,73
1651142460.0,alameda,Big Umbrella Base for Outdoor Table Chair,https://sfbay.craigslist.org/eby/fuo/d/alameda-big-umbrella-base-for-outdoor/7468210620.html,40,74
1651142400.0,"concord,pleasant hill,martinez",Queen - beauty rest and ikea bed frame,https://sfbay.craigslist.org/eby/fuo/d/concord-queen-beauty-rest-and-ikea-bed/7475082729.html,100,75
1651142400.0,alameda,Display Rack Advertisement Shelf on Wheel,https://sfbay.craigslist.org/eby/fuo/d/alameda-display-rack-advertisement/7477029554.html,50,76
1651142400.0,"lafayette,orinda,moraga",Teal Ruffled Lamp,https://sfbay.craigslist.org/eby/fuo/d/teal-ruffled-lamp/7477029494.html,30,77
1651142400.0,"fremont,union city,newark",Espresso book case,https://sfbay.craigslist.org/eby/fuo/d/fremont-espresso-book-case/7476000456.html,75,78
1651142340.0,"fremont,union city,newark",Full size mirror,https://sfbay.craigslist.org/eby/fuo/d/fremont-full-size-mirror/7476001555.html,50,79
1651142220.0,"fremont,union city,newark",Gel memory foam mattress,https://sfbay.craigslist.org/eby/fuo/d/fremont-gel-memory-foam-mattress/7476002644.html,150,80
1651142220.0,san leandro,SOLID WOOD ROCKING CHAIR,https://sfbay.craigslist.org/eby/fuo/d/san-leandro-solid-wood-rocking-chair/7465200124.html,85,81
1651142220.0,"dublin,pleasanton,livermore","Progress Lighting P4328-09 5-Light Trinity Chandelier, Brushed Nickel",https://sfbay.craigslist.org/eby/fuo/d/dublin-progress-lighting-light-trinity/7477026924.html,140,82
1651142160.0,"lafayette,orinda,moraga",Beautiful cherry wood 7 piece dining set with extension!,https://sfbay.craigslist.org/eby/fuo/d/moraga-beautiful-cherry-wood-piece/7477027384.html,150,83
1651142160.0,"dublin,pleasanton,livermore","Progress Lighting P4329-09 9-Light Trinity Chandelier, Brushed Nickel",https://sfbay.craigslist.org/eby/fuo/d/dublin-progress-lighting-light-trinity/7477027243.html,275,84
1651142040.0,"fremont,union city,newark","Dresser, armchair, lamp",https://sfbay.craigslist.org/eby/fuo/d/fremont-dresser-armchair-lamp/7476003457.html,50,85
1651142040.0,"danville,san ramon",Dining Set w/ bench 2 chairs coffee table w/ 2 end tables,https://sfbay.craigslist.org/eby/fuo/d/san-ramon-dining-set-bench-chairs/7474192967.html,1,86
1651141980.0,benicia,leather live seat and chair,https://sfbay.craigslist.org/eby/fuo/d/benicia-leather-live-seat-and-chair/7477025676.html,400,87
1651141980.0,fremont,Rejuvenation Hardware Alison Indoor Outdoor Rug,https://sfbay.craigslist.org/eby/fuo/d/fremont-rejuvenation-hardware-alison/7474449579.html,260,88
1651141860.0,benicia,Leather Couch Sectional Sofa w/ Footrest,https://sfbay.craigslist.org/eby/fuo/d/benicia-leather-couch-sectional-sofa/7473863962.html,550,89
1651141800.0,newark,desk + mirror for make up or a desk,https://sfbay.craigslist.org/eby/fuo/d/newark-desk-mirror-for-make-up-or-desk/7477023706.html,60,90
1651141740.0,"lafayette,orinda,moraga",Mid Century Secretary Desk,https://sfbay.craigslist.org/eby/fuo/d/lafayette-mid-century-secretary-desk/7475987633.html,0,91
1651141740.0,fairfield,wood desk,https://sfbay.craigslist.org/eby/fuo/d/fairfield-wood-desk/7477023270.html,100,92
1651141620.0,newark,Entertainment Center for TV,https://sfbay.craigslist.org/eby/fuo/d/newark-entertainment-center-for-tv/7477022502.html,200,93
1651141500.0,"fremont,union city,newark",Pier 1 Imports Armchair,https://sfbay.craigslist.org/eby/fuo/d/fremont-pier-imports-armchair/7476000048.html,125,94
1651141500.0,newark,desk + mirror for make up or a desk,https://sfbay.craigslist.org/eby/fuo/d/newark-desk-mirror-for-make-up-or-desk/7477021284.html,60,95
1651141440.0,"vallejo,benicia",Room Divider,https://sfbay.craigslist.org/eby/fuo/d/vallejo-room-divider/7474175458.html,50,96
1651141380.0,oakland,Eastern King Bed Boxspring,https://sfbay.craigslist.org/eby/fuo/d/oakland-eastern-king-bed-boxspring/7473822428.html,240,97
1651141380.0,alameda,Wood Long Bench,https://sfbay.craigslist.org/eby/fuo/d/alameda-wood-long-bench/7474100009.html,150,98
1651141380.0,alameda,Solid Wood Wall Shelf Display Cabinet - Brand New Maple Wood,https://sfbay.craigslist.org/eby/fuo/d/alameda-solid-wood-wall-shelf-display/7469901453.html,120,99
1651141380.0,alameda,Wine Rack Shelf - Solid Maple Wood - NEW,https://sfbay.craigslist.org/eby/fuo/d/alameda-wine-rack-shelf-solid-maple/7470792873.html,40,100
1651141320.0,"vallejo,benicia","Queen Bad DUXIAN & night stands, Lamps and Blanket with two pillows",https://sfbay.craigslist.org/eby/fuo/d/vallejo-queen-bad-duxian-night-stands/7477019912.html,150,101
1651141320.0,"richmond,point,annex",Twin Trundle Bed with Storage Drawers,https://sfbay.craigslist.org/eby/fuo/d/san-pablo-twin-trundle-bed-with-storage/7477019747.html,425,102
1651141200.0,rancho cordova,Wood Filing Cabinet - 2 pcs,https://sfbay.craigslist.org/eby/fuo/d/rancho-cordova-wood-filing-cabinet-pcs/7477018556.html,450,103
1651141140.0,berkeley,Ikea Bed + mattress for Sale (Move out sale),https://sfbay.craigslist.org/eby/fuo/d/berkeley-ikea-bed-mattress-for-sale/7477018051.html,150,104
1651141080.0,"lafayette,orinda,moraga",Gorgeous gray sofa with reversible chaise!,https://sfbay.craigslist.org/eby/fuo/d/moraga-gorgeous-gray-sofa-with/7477017606.html,175,105
1651140960.0,"concord,pleasant hill,martinez",Duncan Fife Dining Table,https://sfbay.craigslist.org/eby/fuo/d/pleasant-hill-duncan-fife-dining-table/7472281724.html,250,106
1651140900.0,union city,Made Here/Cedar Adirondack Chairs/U assemble/U Save $$-Why spend more?,https://sfbay.craigslist.org/eby/fud/d/union-city-made-here-cedar-adirondack/7477017980.html,159,107
1651140840.0,oakland east,Day Bed,https://sfbay.craigslist.org/eby/fuo/d/oakland-day-bed/7477015674.html,50,108
1651140840.0,oakley,Bedroom Dresser w/ Mirror,https://sfbay.craigslist.org/eby/fuo/d/oakley-bedroom-dresser-mirror/7468855478.html,150,109
1651140840.0,oakley,Bedroom Dresser,https://sfbay.craigslist.org/eby/fuo/d/oakley-bedroom-dresser/7468905818.html,600,110
1651140840.0,alameda,Heavy Duty Rolling Metal Cart Industry Shelf Rack Business Commercial,https://sfbay.craigslist.org/eby/fuo/d/heavy-duty-rolling-metal-cart-industry/7474092345.html,999,111
1651140780.0,walnut creek,metal shelf,https://sfbay.craigslist.org/eby/fuo/d/walnut-creek-metal-shelf/7477014706.html,20,112
1651140720.0,entire bay area,Lumber prices Crazy! We make/Kitted Adirondack Cedar Chairs/U save $$$,https://sfbay.craigslist.org/eby/fud/d/union-city-lumber-prices-crazy-we-make/7477016453.html,159,113
1651140720.0,alameda,Compact Rocker Chair Couch Love Seat,https://sfbay.craigslist.org/eby/fuo/d/alameda-compact-rocker-chair-couch-love/7477014343.html,50,114
1651140660.0,orinda,Beautiful china hutch,https://sfbay.craigslist.org/eby/fuo/d/orinda-beautiful-china-hutch/7477013633.html,100,115
1651140480.0,"vallejo,benicia","Mid Century Sheaf Of Wheat Gilt Metal Coffee/Side Table, 36"" Glass Top",https://sfbay.craigslist.org/eby/fuo/d/port-costa-mid-century-sheaf-of-wheat/7468729795.html,250,116
1651140480.0,"fremont,union city,newark",Tony Little Inversion Recliner in Beige,https://sfbay.craigslist.org/eby/fuo/d/fremont-tony-little-inversion-recliner/7470838085.html,290,117
1651140480.0,alameda,Leather Office Chair with Ottoman,https://sfbay.craigslist.org/eby/fuo/d/alameda-leather-office-chair-with/7465253791.html,80,118
1651140480.0,alameda,Corner Cabinet Maple Wood Shelf Kitchen Cabinet Hard Wood,https://sfbay.craigslist.org/eby/fuo/d/alameda-corner-cabinet-maple-wood-shelf/7465255051.html,60,119
1651140420.0,alameda,Wood Kitchen Cabinet - free standing,https://sfbay.craigslist.org/eby/fuo/d/alameda-wood-kitchen-cabinet-free/7474088180.html,195,120
1651140360.0,dublin,Lego table and chairs,https://sfbay.craigslist.org/eby/fuo/d/dublin-lego-table-and-chairs/7477011300.html,100,121
1651140360.0,alameda,Mobil Shelf Solid Wood Rack on Wheel,https://sfbay.craigslist.org/eby/fuo/d/alameda-mobil-shelf-solid-wood-rack-on/7469894832.html,200,122
1651139880.0,east bay area,VariDesk pro plus 48” - sit stand desk,https://sfbay.craigslist.org/eby/fuo/d/danville-varidesk-pro-plus-48-sit-stand/7474350807.html,130,123
1651139580.0,berkeley,Restoration Hardware French Empire bedroom collection,https://sfbay.craigslist.org/eby/fuo/d/berkeley-restoration-hardware-french/7475983051.html,3300,124
1651139520.0,east bay area,New Hem Lounge chair,https://sfbay.craigslist.org/eby/fuo/d/san-francisco-new-hem-lounge-chair/7465598470.html,700,125
1651139340.0,"danville,san ramon","Round Pedestal by Crate and Barrel 60""",https://sfbay.craigslist.org/eby/fuo/d/alamo-round-pedestal-by-crate-and/7474305254.html,185,126
1651139220.0,"danville,san ramon",Chocolate Brown Faux Leather Chair,https://sfbay.craigslist.org/eby/fuo/d/danville-chocolate-brown-faux-leather/7472480676.html,25,127
1651139220.0,"danville,san ramon",Solid Wood Counter Stool,https://sfbay.craigslist.org/eby/fuo/d/danville-solid-wood-counter-stool/7472440825.html,45,128
1651139220.0,"hercules, pinole, san pablo, el sob",West Elm Leather Sling Chair,https://sfbay.craigslist.org/eby/fuo/d/el-sobrante-west-elm-leather-sling-chair/7470632789.html,1500,129
1651139220.0,"hercules, pinole, san pablo, el sob",FURTHER REDUCED-Navy Blue Leather Loveseat-Great Condition! $90 OBO,https://sfbay.craigslist.org/eby/fuo/d/hercules-further-reduced-navy-blue/7469521785.html,90,130
1651139220.0,berkeley,CB2 - LAWNDALE SADDLE LEATHER DAYBED,https://sfbay.craigslist.org/eby/fuo/d/berkeley-cb2-lawndale-saddle-leather/7475565410.html,700,131
1651139220.0,berkeley,Set of Vintage Farmhouse Style Kitchen Chairs,https://sfbay.craigslist.org/eby/fuo/d/berkeley-set-of-vintage-farmhouse-style/7477000720.html,100,132
1651139040.0,berkeley,4 wicker dining chairs painted taupe,https://sfbay.craigslist.org/eby/fuo/d/berkeley-wicker-dining-chairs-painted/7471256395.html,280,133
1651139040.0,"albany,el cerrito",Ikea folding chair (black),https://sfbay.craigslist.org/eby/fuo/d/albany-ikea-folding-chair-black/7476999588.html,8,134
1651139040.0,berkeley,Antique Child’s Little Desk and Chair,https://sfbay.craigslist.org/eby/fuo/d/berkeley-antique-childs-little-desk-and/7471260078.html,380,135
1651139040.0,berkeley,Jenny Lind Wood Rocking Chair,https://sfbay.craigslist.org/eby/fuo/d/berkeley-jenny-lind-wood-rocking-chair/7471264554.html,200,136
1651139040.0,"albany,el cerrito",Ikea red chair,https://sfbay.craigslist.org/eby/fuo/d/albany-ikea-red-chair/7476999483.html,25,137
1651139040.0,berkeley,White Cabinet Wood and Vintage,https://sfbay.craigslist.org/eby/fuo/d/berkeley-white-cabinet-wood-and-vintage/7471267987.html,200,138
1651139040.0,"albany,el cerrito",Ikea desk (white tabletop and red legs),https://sfbay.craigslist.org/eby/fuo/d/albany-ikea-desk-white-tabletop-and-red/7476999380.html,20,139
1651139040.0,berkeley,Desk Chair Leather Seat and Cane back,https://sfbay.craigslist.org/eby/fuo/d/berkeley-desk-chair-leather-seat-and/7471271788.html,285,140
1651139040.0,"albany,el cerrito",Ikea folding chair (black),https://sfbay.craigslist.org/eby/fuo/d/albany-ikea-folding-chair-black/7476999217.html,8,141
1651138980.0,berkeley,Grandma’s Chair,https://sfbay.craigslist.org/eby/fuo/d/berkeley-grandmas-chair/7471283982.html,150,142
1651138920.0,"oakland hills,mills",Moving sale: various items,https://sfbay.craigslist.org/eby/fuo/d/oakland-moving-sale-various-items/7469711235.html,10,143
1651138860.0,alameda,Dining Room Chairs 10 piece,https://sfbay.craigslist.org/eby/fuo/d/alameda-dining-room-chairs-10-piece/7471112854.html,100,144
1651138800.0,oakland east,"Adjustable standing desk (Varidesk), table, & tall office chair",https://sfbay.craigslist.org/eby/fuo/d/oakland-adjustable-standing-desk/7473712731.html,100,145
1651138800.0,oakland east,Beautiful vintage red display hutch,https://sfbay.craigslist.org/eby/fuo/d/oakland-beautiful-vintage-red-display/7473707571.html,185,146
1651138740.0,"oakland lake merritt,grand",Solid Wood Buffet with Hutch,https://sfbay.craigslist.org/eby/fuo/d/oakland-solid-wood-buffet-with-hutch/7475492082.html,300,147
1651138500.0,"richmond,point,annex",Ikea NORDKISA Nightstand,https://sfbay.craigslist.org/eby/fuo/d/richmond-ikea-nordkisa-nightstand/7476994602.html,50,148
1651138260.0,"fremont,union city,newark",distressed antique off-white french country style fireplace screen,https://sfbay.craigslist.org/eby/fuo/d/union-city-distressed-antique-off-white/7467768908.html,75,149
1651138260.0,"fremont,union city,newark",2 distressed antique off-white Table Lamps,https://sfbay.craigslist.org/eby/fuo/d/union-city-distressed-antique-off-white/7467769559.html,70,150
1651138260.0,"fremont,union city,newark",27.25'' Wide Lounge Chair linen white,https://sfbay.craigslist.org/eby/fuo/d/union-city-2725-wide-lounge-chair-linen/7467777246.html,190,151
1651138140.0,"hayward,castro valley",West Elm Harmony Modular 3-Piece Black Chaise Sectional,https://sfbay.craigslist.org/eby/fuo/d/hayward-west-elm-harmony-modular-piece/7472669564.html,3750,152
1651138140.0,"hayward,castro valley",West Elm Hargrove Buffet Console 36”,https://sfbay.craigslist.org/eby/fuo/d/hayward-west-elm-hargrove-buffet/7472669611.html,920,153
1651138140.0,"hayward,castro valley",(Set) West Elm Crescent Leather recliner + ottoman,https://sfbay.craigslist.org/eby/fuo/d/hayward-set-west-elm-crescent-leather/7475276629.html,1800,154
1651138080.0,"hayward,castro valley",West Elm Harris Modular Sofa with chaise,https://sfbay.craigslist.org/eby/fuo/d/hayward-west-elm-harris-modular-sofa/7472669676.html,1100,155
1651138080.0,"hayward,castro valley","West Elm Leon Wood Frame Leather Sofa 68"" (Navy)",https://sfbay.craigslist.org/eby/fuo/d/hayward-west-elm-leon-wood-frame/7475276546.html,2000,156
1651138080.0,"hayward,castro valley",West Elm Show Wood Recliner Ocean Blue,https://sfbay.craigslist.org/eby/fuo/d/hayward-west-elm-show-wood-recliner/7475276481.html,1200,157
1651138080.0,"hayward,castro valley",(Set of 2) West Elm Crescent Swivel Chair Dijon,https://sfbay.craigslist.org/eby/fuo/d/hayward-set-of-west-elm-crescent-swivel/7476991070.html,1300,158
1651138080.0,"hayward,castro valley",West Elm Marble & Brass Floor Mirror white marble,https://sfbay.craigslist.org/eby/fuo/d/hayward-west-elm-marble-brass-floor/7476990880.html,450,159
1651138020.0,"oakland piedmont,montclair",French Burl Wood Art Deco Dresser Buffet Sideboard Vanity circa 1930,https://sfbay.craigslist.org/eby/fuo/d/oakland-french-burl-wood-art-deco/7476990437.html,880,160
